,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,626477418,RBC,0.25,D,VS1,EX,EX,EX,NONE,4.04-4.07X2.49,IGI,626477418,"$ 1,500.00",-27.73%,1084.05,271.01,61.30,60.00,14.00,34.50,43.50,41.10,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,CRYSTAL,08-07-2024,$ 375.00,"$ 1,084.05",$ 271.01,No,S,INDIA
,626477419,RBC,0.25,D,VS2,EX,EX,EX,NONE,4.00-4.02X2.51,IGI,626477419,"$ 1,500.00",-27.73%,1084.05,271.01,62.50,57.00,15.00,35.10,43.00,41.00,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"CRYSTAL,CLOUD",08-07-2024,$ 375.00,"$ 1,084.05",$ 271.01,No,S,INDIA
,626477420,RBC,0.25,D,VS1,EX,EX,EX,NONE,4.03-4.05X2.50,IGI,626477420,"$ 1,500.00",-27.73%,1084.05,271.01,61.90,56.00,15.00,34.40,43.00,41.00,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"FEATHER,CRYSTAL",08-07-2024,$ 375.00,"$ 1,084.05",$ 271.01,No,S,INDIA
,626477421,RBC,0.25,D,VS1,EX,EX,EX,NONE,4.06-4.07X2.49,IGI,626477421,"$ 1,500.00",-27.73%,1084.05,271.01,61.10,60.00,14.00,35.10,43.00,41.10,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"FEATHER,CRYSTAL",08-07-2024,$ 375.00,"$ 1,084.05",$ 271.01,No,S,INDIA
,626477424,RBC,0.25,D,VS1,EX,EX,EX,NONE,4.06-4.08X2.49,IGI,626477424,"$ 1,500.00",-27.73%,1084.05,271.01,61.10,59.00,14.00,33.80,43.50,41.30,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"CRYSTAL,CLOUD,FEATHER",08-07-2024,$ 375.00,"$ 1,084.05",$ 271.01,No,S,INDIA
,626477425,RBC,0.25,D,VS1,EX,EX,EX,NONE,4.00-4.03X2.51,IGI,626477425,"$ 1,500.00",-27.73%,1084.05,271.01,62.50,56.00,15.50,35.20,43.00,40.80,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"CLOUD,PINPOINT",08-07-2024,$ 375.00,"$ 1,084.05",$ 271.01,No,S,INDIA
,626477426,RBC,0.25,D,VS1,EX,EX,EX,NONE,4.01-4.03X2.50,IGI,626477426,"$ 1,500.00",-27.73%,1084.05,271.01,62.10,57.00,15.50,35.40,43.00,40.70,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"FEATHER,PINPOINT",08-07-2024,$ 375.00,"$ 1,084.05",$ 271.01,No,S,INDIA
,626477428,RBC,0.25,D,VS1,EX,EX,EX,NONE,4.02-4.05X2.51,IGI,626477428,"$ 1,500.00",-27.73%,1084.05,271.01,62.30,58.00,15.00,35.20,43.50,41.10,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"FEATHER,CRYSTAL,CLOUD",08-07-2024,$ 375.00,"$ 1,084.05",$ 271.01,No,S,INDIA
,626477429,RBC,0.25,G,VVS2,EX,EX,EX,NONE,4.01-4.04X2.50,IGI,626477429,"$ 1,450.00",-33.67%,961.79,240.45,62.00,58.00,15.00,36.00,43.00,40.70,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"CRYSTAL,CLOUD",08-07-2024,$ 362.50,$ 961.79,$ 240.45,No,S,INDIA
,626477431,RBC,0.25,F,VVS2,EX,EX,EX,NONE,4.07-4.10X2.46,IGI,626477431,"$ 1,650.00",-33.67%,1094.45,273.61,60.20,59.00,13.50,33.20,43.00,40.90,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"CLOUD,FEATHER",08-07-2024,$ 412.50,"$ 1,094.45",$ 273.61,No,S,INDIA
,626477432,RBC,0.25,E,VVS2,EX,EX,EX,NONE,4.03-4.07X2.48,IGI,626477432,"$ 1,650.00",-32.68%,1110.78,277.70,61.20,59.00,14.50,34.40,43.00,41.00,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"FEATHER,CRYSTAL,CLOUD",08-07-2024,$ 412.50,"$ 1,110.78",$ 277.70,No,S,INDIA
,626477433,RBC,0.25,E,VS1,EX,EX,EX,NONE,4.01-4.04X2.49,IGI,626477433,"$ 1,500.00",-28.72%,1069.20,267.30,61.90,58.00,14.50,34.70,43.50,41.00,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"CRYSTAL,FEATHER",06-07-2024,$ 375.00,"$ 1,069.20",$ 267.30,No,S,INDIA
,626477434,RBC,0.25,F,VS1,EX,EX,EX,NONE,4.04-4.08X2.49,IGI,626477434,"$ 1,500.00",-29.71%,1054.35,263.59,61.40,58.00,14.00,33.80,44.00,41.30,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"PINPOINT,FEATHER",08-07-2024,$ 375.00,"$ 1,054.35",$ 263.59,No,S,INDIA
,626477435,RBC,0.25,D,VS1,EX,EX,EX,NONE,4.01-4.04X2.51,IGI,626477435,"$ 1,500.00",-27.73%,1084.05,271.01,62.30,58.00,14.00,33.70,44.00,41.70,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"CRYSTAL,CLOUD",08-07-2024,$ 375.00,"$ 1,084.05",$ 271.01,No,S,INDIA
,626477436,RBC,0.25,D,VS1,EX,EX,EX,NONE,3.99-4.03X2.51,IGI,626477436,"$ 1,500.00",-28.72%,1069.20,267.30,62.40,58.00,14.50,34.80,44.00,41.40,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,CRYSTAL,06-07-2024,$ 375.00,"$ 1,069.20",$ 267.30,No,S,INDIA
,626477437,RBC,0.25,D,VS1,EX,EX,EX,NONE,4.03-4.07X2.51,IGI,626477437,"$ 1,500.00",-27.73%,1084.05,271.01,62.00,57.00,15.00,34.90,43.50,41.10,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"PINPOINT,CRYSTAL,CLOUD",06-07-2024,$ 375.00,"$ 1,084.05",$ 271.01,No,S,INDIA
,626477438,RBC,0.25,D,VS2,EX,EX,EX,NONE,4.03-4.07X2.49,IGI,626477438,"$ 1,500.00",-27.73%,1084.05,271.01,61.40,58.00,13.50,32.80,44.00,41.50,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"FEATHER,PINPOINT",06-07-2024,$ 375.00,"$ 1,084.05",$ 271.01,No,S,INDIA
,626477441,RBC,0.25,F,VVS2,EX,EX,EX,NONE,4.03-4.06X2.47,IGI,626477441,"$ 1,650.00",-33.67%,1094.45,273.61,60.90,59.00,14.00,34.10,43.00,40.90,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"PINPOINT,CLOUD",06-07-2024,$ 412.50,"$ 1,094.45",$ 273.61,No,S,INDIA
,626477443,RBC,0.25,D,VVS1,EX,EX,EX,NONE,4.02-4.05X2.51,IGI,626477443,"$ 1,650.00",-31.69%,1127.12,281.78,62.30,57.00,14.50,33.90,44.00,41.40,NONE,NB,NB,CLEAN,CLEAN,IDEAL CUT ROUND BRILLIANT,SEALED,"CRYSTAL,PINPOINT",06-07-2024,$ 412.50,"$ 1,127.12",$ 281.78,No,S,INDIA
,626477444,RBC,0.25,D,VS1,EX,EX,EX,NONE,4.03-4.06X2.51,IGI,626477444,"$ 1,500.00",-27.73%,1084.05,271.01,62.20,57.00,14.50,33.40,44.00,41.40,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"PINPOINT,CRYSTAL,CLOUD",08-07-2024,$ 375.00,"$ 1,084.05",$ 271.01,No,S,INDIA
,626477445,RBC,0.25,E,VS1,EX,EX,EX,NONE,4.05-4.08X2.50,IGI,626477445,"$ 1,500.00",-28.72%,1069.20,267.30,61.60,57.00,14.00,33.20,43.50,41.40,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"CRYSTAL,PINPOINT",08-07-2024,$ 375.00,"$ 1,069.20",$ 267.30,No,S,INDIA
,626477446,RBC,0.25,D,VS1,EX,EX,EX,NONE,4.00-4.05X2.51,IGI,626477446,"$ 1,500.00",-27.73%,1084.05,271.01,62.30,58.00,14.50,34.90,44.00,41.40,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"CRYSTAL,CLOUD",08-07-2024,$ 375.00,"$ 1,084.05",$ 271.01,No,S,INDIA
,626477447,RBC,0.25,D,VS1,EX,EX,EX,NONE,4.03-4.06X2.48,IGI,626477447,"$ 1,500.00",-27.73%,1084.05,271.01,61.30,59.00,13.50,33.70,44.00,41.30,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"PINPOINT,CRYSTAL,CLOUD",06-07-2024,$ 375.00,"$ 1,084.05",$ 271.01,No,S,INDIA
,626477448,RBC,0.25,F,VS1,EX,EX,EX,NONE,4.01-4.06X2.50,IGI,626477448,"$ 1,500.00",-29.71%,1054.35,263.59,61.70,59.00,14.50,34.50,43.50,41.20,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,CLOUD,06-07-2024,$ 375.00,"$ 1,054.35",$ 263.59,No,S,INDIA
,626477449,RBC,0.25,D,VVS1,EX,EX,EX,NONE,4.05-4.07X2.50,IGI,626477449,"$ 1,650.00",-31.69%,1127.12,281.78,61.70,58.00,14.00,33.30,44.00,41.40,NONE,NB,NB,CLEAN,CLEAN,IDEAL CUT ROUND BRILLIANT,SEALED,FEATHER,06-07-2024,$ 412.50,"$ 1,127.12",$ 281.78,No,S,INDIA
,626477450,RBC,0.25,F,VS1,EX,EX,EX,NONE,4.10-4.13X2.50,IGI,626477450,"$ 1,500.00",-29.71%,1054.35,263.59,60.80,59.00,13.50,32.80,44.00,41.40,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,CLOUD,08-07-2024,$ 375.00,"$ 1,054.35",$ 263.59,No,S,INDIA
,626477451,RBC,0.25,F,VS1,EX,EX,EX,NONE,4.00-4.03X2.48,IGI,626477451,"$ 1,500.00",-29.71%,1054.35,263.59,61.70,59.00,15.00,35.80,42.50,40.60,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"CRYSTAL,FEATHER,CLOUD",08-07-2024,$ 375.00,"$ 1,054.35",$ 263.59,No,S,INDIA
,626477452,RBC,0.25,D,VS1,EX,EX,EX,NONE,4.05-4.07X2.52,IGI,626477452,"$ 1,500.00",-27.73%,1084.05,271.01,62.10,58.00,14.50,34.30,44.00,41.50,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,CLOUD,06-07-2024,$ 375.00,"$ 1,084.05",$ 271.01,No,S,INDIA
,626477453,RBC,0.25,D,VS1,EX,EX,EX,NONE,4.03-4.05X2.51,IGI,626477453,"$ 1,500.00",-27.73%,1084.05,271.01,62.00,59.00,14.50,35.10,44.00,41.40,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,CLOUD,05-07-2024,$ 375.00,"$ 1,084.05",$ 271.01,No,S,INDIA
,626477454,RBC,0.25,F,VS1,EX,EX,EX,NONE,3.97-4.03X2.50,IGI,626477454,"$ 1,500.00",-30.70%,1039.50,259.88,62.40,59.00,14.50,35.00,44.00,41.40,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"FEATHER,NEEDLE,PINPOINT",05-07-2024,$ 375.00,"$ 1,039.50",$ 259.88,No,S,INDIA
,626477455,RBC,0.25,D,VS1,EX,EX,EX,NONE,4.05-4.08X2.49,IGI,626477455,"$ 1,500.00",-27.73%,1084.05,271.01,61.20,59.00,13.50,33.30,44.00,41.40,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,CLOUD,05-07-2024,$ 375.00,"$ 1,084.05",$ 271.01,No,S,INDIA
,626477456,RBC,0.25,D,VS2,EX,EX,EX,NONE,4.03-4.06X2.51,IGI,626477456,"$ 1,500.00",-27.73%,1084.05,271.01,62.10,57.00,14.50,34.00,44.00,41.30,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"CLOUD,CRYSTAL",05-07-2024,$ 375.00,"$ 1,084.05",$ 271.01,No,S,INDIA
,626477458,RBC,0.25,D,VVS2,EX,EX,EX,NONE,4.06-4.07X2.47,IGI,626477458,"$ 1,650.00",-31.69%,1127.12,281.78,60.90,60.00,13.50,33.50,44.00,41.30,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,FEATHER,05-07-2024,$ 412.50,"$ 1,127.12",$ 281.78,No,S,INDIA
,626477267,RBC,0.25,E,VVS2,EX,EX,EX,NONE,4.08-4.06X2.50,IGI,626477267,"$ 1,650.00",-32.68%,1110.78,277.70,61.30,58.00,14.50,35.00,61.30,40.70,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"CRYSTAL,CLOUD",24-05-2024,$ 412.50,"$ 1,110.78",$ 277.70,No,S,INDIA
,626477274,RBC,0.25,F,VVS2,EX,EX,EX,NONE,4.05-4.03X2.49,IGI,626477274,"$ 1,650.00",-33.67%,1094.45,273.61,61.50,57.00,14.00,33.40,61.50,41.00,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,CLOUD,24-05-2024,$ 412.50,"$ 1,094.45",$ 273.61,No,S,INDIA
,626477277,RBC,0.25,F,VVS2,EX,EX,EX,NONE,4.13-4.11X2.48,IGI,626477277,"$ 1,650.00",-33.67%,1094.45,273.61,60.30,60.00,13.50,33.30,60.30,41.30,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,CLOUD,24-05-2024,$ 412.50,"$ 1,094.45",$ 273.61,No,S,INDIA
,626477284,RBC,0.25,F,VVS2,EX,EX,EX,NONE,4.07-4.05X2.48,IGI,626477284,"$ 1,650.00",-33.67%,1094.45,273.61,61.00,59.00,14.50,34.80,61.00,40.80,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,CLOUD,24-05-2024,$ 412.50,"$ 1,094.45",$ 273.61,No,S,INDIA
,626477290,RBC,0.25,F,VVS2,EX,EX,EX,NONE,4.08-4.06X2.46,IGI,626477290,"$ 1,650.00",-33.67%,1094.45,273.61,60.50,60.00,13.00,33.10,60.50,41.20,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,CLOUD,24-05-2024,$ 412.50,"$ 1,094.45",$ 273.61,No,S,INDIA
,626477298,RBC,0.25,D,VVS2,EX,EX,EX,NONE,4.10-4.08X2.46,IGI,626477298,"$ 1,650.00",-31.69%,1127.12,281.78,60.10,59.00,13.50,33.70,60.10,40.90,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"CRYSTAL,CLOUD",24-05-2024,$ 412.50,"$ 1,127.12",$ 281.78,No,S,INDIA
,626477299,RBC,0.25,F,VVS2,EX,EX,EX,NONE,4.05-4.02X2.46,IGI,626477299,"$ 1,650.00",-33.67%,1094.45,273.61,61.00,60.00,13.50,34.20,61.00,41.10,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"CRYSTAL,FEATHER,CLOUD",24-05-2024,$ 412.50,"$ 1,094.45",$ 273.61,No,S,INDIA
,625485157,RBC,0.25,H,VS2,EX,EX,EX,NONE,4.02-4.05X2.51,IGI,625485157,"$ 1,310.00",-31.69%,894.86,223.72,62.10,55.00,15.00,33.90,43.50,41.10,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"FEATHER,CRYSTAL",22-03-2024,$ 327.50,$ 894.86,$ 223.72,No,S,INDIA
,625485176,RBC,0.25,H,VS2,EX,EX,EX,NONE,4.03-4.06X2.52,IGI,625485176,"$ 1,310.00",-30.70%,907.83,226.96,62.20,58.00,15.00,35.00,43.50,41.20,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"CRYSTAL,FEATHER,CLOUD",22-03-2024,$ 327.50,$ 907.83,$ 226.96,No,S,INDIA
,625485177,RBC,0.25,D,VVS2,EX,EX,EX,NONE,4.07-4.03X2.51,IGI,625485177,"$ 1,650.00",-31.69%,1127.12,281.78,62.00,56.00,15.00,33.80,43.50,41.30,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,CRYSTAL,20-03-2024,$ 412.50,"$ 1,127.12",$ 281.78,No,S,INDIA
,625485180,RBC,0.25,E,VVS2,EX,EX,EX,NONE,4.04-4.01X2.50,IGI,625485180,"$ 1,650.00",-32.68%,1110.78,277.70,62.00,58.00,14.50,34.80,43.50,41.20,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"CLOUD,CRYSTAL",20-03-2024,$ 412.50,"$ 1,110.78",$ 277.70,No,S,INDIA
,625485189,RBC,0.25,D,VS1,EX,EX,EX,VSL,4.11-4.06X2.49,IGI,625485189,"$ 1,500.00",-32.68%,1009.80,252.45,61.10,59.00,13.50,33.00,43.50,41.40,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,CRYSTAL,20-03-2024,$ 375.00,"$ 1,009.80",$ 252.45,No,S,INDIA
,625485199,RBC,0.25,D,VS2,EX,EX,EX,NONE,4.06-4.00X2.49,IGI,625485199,"$ 1,500.00",-28.72%,1069.20,267.30,61.80,59.00,14.50,35.30,43.00,41.00,MIXED,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"FEATHER,CRYSTAL",20-03-2024,$ 375.00,"$ 1,069.20",$ 267.30,No,S,INDIA
,625485201,RBC,0.25,F,VVS2,EX,EX,EX,NONE,4.10-4.02X2.49,IGI,625485201,"$ 1,650.00",-33.67%,1094.45,273.61,61.10,59.00,13.50,33.60,43.50,41.40,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"NEEDLE,CLOUD,PINPOINT",20-03-2024,$ 412.50,"$ 1,094.45",$ 273.61,No,S,INDIA
,625485202,RBC,0.25,F,VS2,EX,EX,EX,NONE,4.11-4.06X2.47,IGI,625485202,"$ 1,500.00",-29.71%,1054.35,263.59,60.50,58.00,14.00,34.30,42.50,40.60,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"CRYSTAL,CLOUD",20-03-2024,$ 375.00,"$ 1,054.35",$ 263.59,No,S,INDIA
,625485212,RBC,0.25,H,VVS2,EX,EX,EX,NONE,4.04-3.99X2.49,IGI,625485212,"$ 1,450.00",-35.65%,933.08,233.27,62.10,59.00,14.50,35.00,43.50,41.30,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"FEATHER,PINPOINT",20-03-2024,$ 362.50,$ 933.08,$ 233.27,No,S,INDIA
,625485214,RBC,0.25,G,VVS2,EX,EX,EX,NONE,4.07-4.04X2.52,IGI,625485214,"$ 1,450.00",-33.67%,961.79,240.45,62.10,57.00,15.00,34.70,43.50,41.20,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,CLOUD,20-03-2024,$ 362.50,$ 961.79,$ 240.45,No,S,INDIA
,625485218,RBC,0.25,D,VS2,EX,EX,EX,NONE,4.03-3.99X2.50,IGI,625485218,"$ 1,500.00",-28.72%,1069.20,267.30,62.40,57.00,15.00,34.80,43.50,41.30,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"CRYSTAL,CLOUD",20-03-2024,$ 375.00,"$ 1,069.20",$ 267.30,No,S,INDIA
,472184626,RBC,0.25,H,VVS2,EX,EX,VG,NONE,4.06-4.09X2.52,IGI,472184626,"$ 1,450.00",-38.62%,890.01,222.50,61.80,57.00,15.00,34.70,43.50,41.20,NONE,NB,NB,T1,C0,IDEAL CUT ROUND BRILLIANT,,CLOUD,28-02-2022,$ 362.50,$ 890.01,$ 222.50, Yes,S,INDIA
,472183281,RBC,0.25,H,VVS2,EX,EX,VG,NONE,4.12-4.17X2.41,IGI,472183281,"$ 1,450.00",-40.60%,861.30,215.33,58.20,62.00,12.00,32.80,42.50,40.70,NONE,NB,NB,T1,C1,,,"FEATHER,NEEDLE",09-06-2021,$ 362.50,$ 861.30,$ 215.33, Yes,S,INDIA
,472184929,RBC,0.25,H,VVS2,EX,EX,VG,NONE,4.01-4.03X2.50,IGI,472184929,"$ 1,450.00",-38.62%,890.01,222.50,62.10,56.50,15.50,35.20,43.00,40.70,NONE,NB,NB,T0,C0,IDEAL CUT ROUND BRILLIANT,,"FEATHER,PINPOINT",31-03-2022,$ 362.50,$ 890.01,$ 222.50, Yes,S,INDIA
,532266404,RBC,0.25,J,VS2,EX,EX,EX,SLIGHT,3.99-4.01X2.51,IGI,532266404,"$ 1,080.00",-37.63%,673.60,168.40,62.70,57.00,15.50,35.80,43.00,40.80,NONE,B0,NB,T1,C2,,,"FEATHER,CLOUD",15-06-2022,$ 270.00,$ 673.60,$ 168.40, Yes,S,INDIA
,532267753,RBC,0.25,H,VVS2,EX,EX,EX,NONE,4.05-4.07X2.48,IGI,532267753,"$ 1,450.00",-38.62%,890.01,222.50,61.00,59.00,13.50,33.00,44.00,41.40,BROWN,NB,NB,T1,C0,IDEAL CUT ROUND BRILLIANT,ANGOLA,"INDENTED NATURAL,FEATHER,PINPOINT,CHIP",24-03-2023,$ 362.50,$ 890.01,$ 222.50, Yes,S,INDIA
,532267754,RBC,0.25,H,VVS1,EX,EX,EX,NONE,4.02-4.06X2.49,IGI,532267754,"$ 1,450.00",-38.62%,890.01,222.50,61.50,57.50,15.00,34.80,42.50,40.60,BROWN,NB,NB,CLEAN,CLEAN,IDEAL CUT ROUND BRILLIANT,ANGOLA,"INDENTED NATURAL,CHIP",24-03-2023,$ 362.50,$ 890.01,$ 222.50, Yes,S,INDIA
,532267845,RBC,0.25,H,VVS1,EX,EX,EX,NONE,4.03-4.06X2.51,IGI,532267845,"$ 1,450.00",-38.62%,890.01,222.50,62.10,57.00,15.00,35.10,43.50,41.10,BROWN,NB,NB,CLEAN,CLEAN,IDEAL CUT ROUND BRILLIANT,DTC,FEATHER,14-04-2023,$ 362.50,$ 890.01,$ 222.50, Yes,S,INDIA
,532267921,RBC,0.26,F,VVS2,EX,EX,EX,VSL,4.08-4.10X2.55,IGI,532267921,"$ 1,650.00",-38.62%,1012.77,263.32,62.30,57.00,15.00,35.00,43.00,40.90,NONE,NB,NB,T1,C1,IDEAL CUT ROUND BRILLIANT,DTC,FEATHER,17-04-2023,$ 429.00,"$ 1,012.77",$ 263.32, Yes,S,INDIA
,532267933,RBC,0.26,E,VVS2,EX,EX,EX,NONE,4.10-4.12X2.53,IGI,532267933,"$ 1,650.00",-32.68%,1110.78,288.80,61.60,60.00,14.00,34.90,44.00,41.30,MIXED,B0,NB,T0,C0,,CANADA,"CLOUD,NEEDLE",15-04-2023,$ 429.00,"$ 1,110.78",$ 288.80, Yes,S,INDIA
,532267762,RBC,0.26,G,IF,EX,EX,EX,NONE,4.08-4.11X2.55,IGI,532267762,"$ 1,450.00",-29.71%,1019.21,264.99,62.10,57.50,15.00,35.00,43.00,41.00,NONE,NB,NB,CLEAN,CLEAN,IDEAL CUT ROUND BRILLIANT,ANGOLA,,24-03-2023,$ 377.00,"$ 1,019.21",$ 264.99, Yes,M,INDIA
,532267763,RBC,0.26,G,IF,EX,EX,EX,NONE,4.07-4.11X2.55,IGI,532267763,"$ 1,450.00",-29.71%,1019.21,264.99,62.30,58.50,15.00,35.30,43.50,41.20,NONE,NB,NB,CLEAN,CLEAN,IDEAL CUT ROUND BRILLIANT,ANGOLA,,24-03-2023,$ 377.00,"$ 1,019.21",$ 264.99, Yes,M,INDIA
,532267768,RBC,0.26,H,VVS1,EX,EX,EX,NONE,4.18-4.20X2.50,IGI,532267768,"$ 1,450.00",-37.63%,904.37,235.13,59.80,59.50,13.50,33.00,43.00,40.80,BROWN,NB,NB,CLEAN,CLEAN,IDEAL CUT ROUND BRILLIANT,ANGOLA,PINPOINT,27-03-2023,$ 377.00,$ 904.37,$ 235.13, Yes,S,INDIA
,532267720,RBC,0.26,D,VVS2,EX,EX,EX,NONE,4.09-4.12X2.48,IGI,532267720,"$ 1,650.00",-30.70%,1143.45,297.30,60.50,58.00,13.50,33.00,43.00,40.80,NONE,NB,NB,T0,C0,IDEAL CUT ROUND BRILLIANT,,CLOUD,25-02-2023,$ 429.00,"$ 1,143.45",$ 297.30, Yes,S,INDIA
,532268009,RBC,0.26,D,VVS2,EX,EX,EX,NONE,4.06-4.08X2.54,IGI,532268009,"$ 1,650.00",-30.70%,1143.45,297.30,62.40,59.00,14.50,35.00,43.50,41.40,NONE,NB,NB,T0,C0,IDEAL CUT ROUND BRILLIANT,DTC,"FEATHER,CRYSTAL,CLOUD",17-04-2023,$ 429.00,"$ 1,143.45",$ 297.30, Yes,S,INDIA
,532267065,RBC,0.26,H,VVS1,VG,EX,EX,NONE,4.00-4.04X2.57,IGI,532267065,"$ 1,450.00",-38.62%,890.01,231.40,64.00,55.50,17.00,37.20,42.00,40.30,NONE,NB,NB,CLEAN,CLEAN,,DTC,"CLOUD,PINPOINT",14-07-2022,$ 377.00,$ 890.01,$ 231.40, Yes,S,INDIA
,532267663,RBC,0.26,D,VVS2,EX,EX,EX,NONE,4.07-4.10X2.53,IGI,532267663,"$ 1,650.00",-30.70%,1143.45,297.30,61.90,58.00,14.00,34.20,44.00,41.40,NONE,NB,NB,T0,C0,IDEAL CUT ROUND BRILLIANT,,"CRYSTAL,CLOUD",22-02-2023,$ 429.00,"$ 1,143.45",$ 297.30, Yes,S,INDIA
,532267664,RBC,0.26,D,VVS2,EX,EX,EX,NONE,4.07-4.10X2.55,IGI,532267664,"$ 1,650.00",-30.70%,1143.45,297.30,62.40,57.00,14.50,34.20,44.00,41.50,NONE,NB,NB,T0,C0,IDEAL CUT ROUND BRILLIANT,,"FEATHER,PINPOINT",22-02-2023,$ 429.00,"$ 1,143.45",$ 297.30, Yes,S,INDIA
,472184954,RBC,0.26,I,VVS2,EX,EX,EX,NONE,4.02-4.05X2.55,IGI,472184954,"$ 1,190.00",-34.66%,777.55,202.16,63.00,55.50,15.50,34.80,43.00,40.80,NONE,B0,B0,T0,C0,,,"CRYSTAL,FEATHER",31-03-2022,$ 309.40,$ 777.55,$ 202.16, Yes,S,INDIA
,472185337,RBC,0.26,H,VVS2,VG,EX,EX,NONE,4.05-4.08X2.61,IGI,472185337,"$ 1,450.00",-40.60%,861.30,223.94,64.20,55.50,16.00,35.90,43.50,41.30,MIXED,NB,NB,T0,C0,,,"CLOUD,FEATHER,NEEDLE",20-04-2022,$ 377.00,$ 861.30,$ 223.94, Yes,S,INDIA
,472185344,RBC,0.26,I,VVS2,EX,EX,EX,NONE,4.08-4.11X2.52,IGI,472185344,"$ 1,190.00",-32.68%,801.11,208.29,61.50,59.50,13.50,33.80,44.00,41.50,NONE,B0,NB,T1,C0,IDEAL CUT ROUND BRILLIANT,,"CLOUD,NEEDLE",27-04-2022,$ 309.40,$ 801.11,$ 208.29, Yes,S,INDIA
,472183302,RBC,0.26,H,VVS2,EX,EX,VG,NONE,4.04-4.08X2.55,IGI,472183302,"$ 1,450.00",-37.63%,904.37,235.13,62.70,56.50,16.00,36.10,43.00,40.80,NONE,NB,NB,T0,C0,,,CLOUD,11-06-2021,$ 377.00,$ 904.37,$ 235.13, Yes,S,INDIA
,472183578,RBC,0.26,H,VVS1,EX,EX,VG,NONE,4.02-4.05X2.54,IGI,472183578,"$ 1,450.00",-37.63%,904.37,235.13,62.90,57.50,15.50,36.20,42.50,40.70,NONE,NB,NB,CLEAN,CLEAN,,,"CLOUD,FEATHER",19-07-2021,$ 377.00,$ 904.37,$ 235.13, Yes,S,INDIA
,472182849,RBC,0.26,J,VVS2,EX,VG,VG,NONE,4.10-4.13X2.52,IGI,472182849,"$ 1,190.00",-37.63%,742.20,192.97,61.30,59.00,13.50,33.40,43.50,41.20,NONE,B0,NB,T1,C1,,,"CLOUD,FEATHER",03-05-2021,$ 309.40,$ 742.20,$ 192.97, Yes,S,INDIA
